,write_value,delay
650,10227900.0,0.0
651,14311000.0,0.0
652,9456500.0,0.0
653,16159500.0,0.0
654,11551400.0,0.0
655,11147000.0,0.0
656,10456700.0,0.0
657,11429300.0,0.0
658,11437400.0,0.0
659,13839000.0,0.0
660,10494500.0,0.0
661,14626400.0,0.0
662,12714700.0,0.0
663,13359400.0,0.0
664,12463900.0,0.0
665,13774900.0,0.0
666,15832800.0,0.0
667,15703000.0,0.0
668,27975800.0,0.0
669,11417500.0,0.0
670,13398100.0,0.0
671,10325600.0,0.0
672,12980800.0,0.0
673,16577800.0,0.0
674,14328900.0,0.0
675,16208200.0,0.0
676,13456100.0,0.0
677,11937800.0,0.0
678,12859700.0,0.0
679,17929700.0,0.0
680,11748000.0,0.0
681,13638200.0,0.0
682,17584800.0,0.0
683,11701800.0,0.0
684,12183300.0,0.0
685,11061700.0,0.0
686,13130600.0,0.0
687,14789600.0,0.0
688,14899700.0,0.0
689,10618900.0,0.0
690,15072500.0,0.0
691,12714400.0,0.0
692,12805600.0,0.0
693,10407700.0,0.0
694,10820000.0,0.0
695,14216400.0,0.0
696,12508100.0,0.0
697,11178200.0,0.0
